tid,$\Delta_{vina}\mathrm{RF}$,3D-GNN,DrugCLIP,EquiScore,GenScore,Glide SP,Kdeep,LigUnity,LigUnity(seq),NNscore 2.0,OnionNet,PIGNet,Pafnucy,Pocket-DTA,RFscore v4,RTMScore,Sequece-DTA,TANKBind
AR,0.554486443,0.540855006615321,0.5575640651313674,0.452619371,0.820279384620041,0.663666532560937,0.180669108549802,0.7612849129814437,0.7206263689292312,0.335142811,0.119945862,0.499056896785215,0.016913961,0.6396234633321405,0.330454599,0.920547674193375,0.5059151721606915,0.658442882588531
AURKA,0.093293341,0.448024787945103,0.6133233938469038,0.848554901,0.890395369729707,0.525888277795182,0.356674035939426,0.9448873488027836,0.7218705670221929,0.07412177,0.074472896,0.471524664503786,0.086933338,0.6503104604601826,0.046690234,0.92449024817498,0.5931131637041213,0.364795158189576
AURKB,0.069940562,0.295064173621693,0.418774935554725,0.658886408,0.825244306237225,0.587965060494773,0.26016360168569,0.9776546961119097,0.8699552366955422,0.142161045,0.100192538,0.310713895516536,0.180349978,0.747395531756546,0.345338361,0.868572125350635,0.696858096769169,0.464230598297793
BCL2,0.081559966,0.0282014982572363,0.8633416404569053,0.289303216,0.112337755910933,0.0333777967061498,0.0655916448972247,0.9304709660448401,0.9658139432130826,0.046637964,0.051653755,0.108030575369415,0.15540626,0.8932333565518682,0.245940941,0.104461414170444,0.8765441979521429,0.785015153847148
BRAF,0.095550523,0.0735831916349042,0.2650346882073202,0.126503407,0.185680780737042,0.0836110491006977,0.0473949609976149,0.991196107237326,0.940506187800846,0.281807046,0.085474892,0.0365656163581313,0.092079829,0.7092505585430148,0.055568014,0.366315813366676,0.7081377872836605,0.35319994076802
CATL,0.035341754,0.248796611276117,0.6877544100171229,0.267570062,0.0275253360629158,0.0779059908759521,0.0863136633447142,0.9517515598649436,0.8896669314864083,0.010290266,0.074040234,0.123361477431463,0.042582122,0.3679060084178103,0.091374329,0.0596985885315881,0.062007678303774814,0.000702396617921
CDK2,0.14787765,0.265848169721784,0.5092029980635541,0.58353733,0.584476519670708,0.252571906887864,0.313695539838942,0.8961658397723645,0.7972524037617874,0.070809718,0.003794953,0.33978348782961,0.15314261,0.790045378840445,0.049883868,0.62905068696055,0.4598271491203913,0.0633765843636488
COX1,0.285025576,0.0660243523867738,0.10331769013926496,0.229274826,0.308546360397021,0.409319139449893,0.0509508549501217,0.9615719645454726,0.965948122765145,0.008548637,0.000665413,0.176397023688607,0.056912375,0.8899602280908929,0.001065293,0.405136945063904,0.6644776717603047,0.125208929426306
COX2,0.83847379,0.0392490069532316,0.21123505284709465,0.06172264,0.508502529982335,0.520084946404183,0.141616067187946,0.9900405439515929,0.9879381210227877,0.47117762,0.112756028,0.566896979527813,0.009106239,0.9778534371139919,1.38e-06,0.68268719980215,0.9734467306030209,0.0002996530708171
CTSK,0.050315294,0.288854497304918,0.015676446682018532,0.517925132,0.157855998757011,0.208783200405115,0.0879467701802742,0.8415865612266488,0.7049296663662585,0.045685323,0.056560257,0.227129464427338,0.189726278,0.47618128496240403,0.173412538,0.38909536634644,0.08413418558124736,0.0579702580139045
CYP2A6,0.058330085,0.31049822444295,0.010997213355374841,0.1557567,0.000270846110109391,0.346764092981,0.0052171158718971,0.4201021663647132,0.2884743212384353,0.006653694,0.0007842,0.0391222430019205,0.000130421,0.20648755023805848,4.12e-08,0.0155900624534617,0.11259380670803737,0.0364331982456376
DHFR,0.061127463,0.589800671462834,0.7812112910965207,0.514229475,0.667745641689431,0.093516449785084,0.230211623370409,0.8571724369551179,0.8581732862949724,0.030830252,0.048905531,0.40985337226983,0.094466464,0.8052486123184368,0.025466843,0.760801715561059,0.8377480847926486,0.585512475667214
EGFR,0.100030404,0.313106196085952,0.4856370495999242,0.512218863,0.615771239392535,0.270803455369091,0.172573289500446,0.6801583386252804,0.332030229158765,0.145316429,0.138810977,0.26086362759019,0.097580601,0.6802966459255494,0.116078961,0.655605230542716,0.503403270782531,0.21813633481071
EPHB4,0.103405767,0.284491223976075,0.594956322119467,0.542050004,0.730043614584852,0.0294599273108464,0.33001532388527,0.8477372230061254,0.6089590535379877,0.16267198,0.039839853,0.400190982793091,0.184299591,0.563164037451244,0.221729095,0.75006173249639,0.3814319670353267,0.244854169248395
ER-BETA,0.374540768,0.558414480439396,0.8723425340542368,0.87433948,0.931271739171156,0.913911445203066,0.592747628831747,0.9349348029888717,0.9356084451348694,0.159963632,0.195325934,0.570094606870685,0.140966041,0.7596218827185673,0.012868784,0.912380734961235,0.6982212009005694,0.221455509672835
ERBB2,0.251408599,0.602197797469867,0.6737433939789489,0.318904788,0.952281907444143,0.959982290866508,0.113846801027849,0.8802533770794938,0.8174118133495342,0.554790312,0.032127672,0.769813269470835,0.416934592,0.6259283680941568,0.041147095,1.03043068490174,0.5620112672651942,0.889926125707133
FGFR1,0.009080355,0.402699479366423,0.7848010861778209,0.732688756,0.67616146892884,0.581870645149589,0.34098272932571,0.9884525163971418,0.8753007602781571,0.054962277,0.008998471,0.465758144502737,0.279004114,0.8109587156408132,0.188689193,0.776618118194483,0.7963938210442617,0.466899019055422
FKBP1A,0.052884433,0.731109561406293,0.7941215985763947,0.706739584,0.366890565233718,0.635405237847934,0.0896314974402347,0.9957561868799314,0.9823936035483596,0.00264741,0.160685904,0.635953478168082,0.00024822,0.8781183388756229,0.005936119,0.77610374990146,0.8922393039726955,0.0038591895847616
FXA,0.201797949,0.578987464961927,0.833432050680141,0.579206116,0.697834213476646,0.675172223752269,0.38635150939811,0.9197714537025198,0.841720298431276,0.164343185,0.009811306,0.633970323606431,0.089159399,0.8778295721028315,0.303078807,0.860234351027254,0.7235939929288825,0.427151613355536
GBA,8.09e-05,0.283942592332908,0.41557942801748754,0.395186615,0.182979744997257,0.180657106943208,0.0871940212117268,0.4289910431089512,0.38398725767259057,0.031042761,0.000229286,0.218885148407462,0.001154398,0.33099946184860457,0.042607252,0.208764306416571,0.31937497019529565,0.0108204815541261
GR,0.031589837,0.305501987942596,0.4197968232052407,0.069888529,0.117839634639649,0.07600575963563,0.219852748648583,0.9277229006403831,0.9186414178265566,0.163244849,0.166506658,0.171297407926153,0.007446143,0.7866051839552312,0.005443051,0.260236957413516,0.5986285861235784,0.0465914693361993
GSK3B,0.310281387,0.426263547963385,0.20901141385179642,0.693288649,0.6653083091785,0.622583538990018,0.25691353044388,0.8756295944802513,0.7695113838233082,0.014791857,0.166762052,0.775036630265413,0.222913042,0.7272190659152195,0.398431257,0.666741473081616,0.6141860139833355,0.131352193181687
HDAC2,0.413901,0.317579448595698,0.3379868975990608,0.699149531,0.104305047854496,0.53059778729961,0.213331100859674,0.9941367021096312,0.98864530371507,0.114139508,0.197655637,0.197613857871531,0.180527549,0.9945997638544434,0.170158847,0.243619962341731,0.9580569147587303,0.0571910253606148
HDAC8,0.034997515,0.158395949433467,0.2292161768228637,0.868595695,0.0134769174871064,0.00743440833646034,0.0396770959337607,0.9822632115473854,0.9042089971825888,0.000543822,0.064838397,0.105538903524991,0.049214382,0.5870597026254382,4.21e-05,2.20395026153201e-05,0.9010267695776586,0.0620126437447615
HIV1PR,0.565128916,0.54811963737492,0.4810496438035612,0.783846857,0.800499554795158,0.486048577969283,0.450783490295845,0.9045732108803295,0.8325555385439166,0.014198539,0.164709794,0.637742144578827,0.248410691,0.9357281638715644,0.539864845,0.735059572343303,0.9147693613921892,0.566792066211271
HIV1RT,0.101182735,0.187623348456715,0.5942666920811891,0.248927263,0.234941375714638,0.216172171801565,0.212586046503572,0.9490059293066143,0.7852632090327482,0.087900573,0.020665371,0.186131702711029,0.035345585,0.7713217615035753,0.149518739,0.297092959816628,0.3197976367991357,0.018572896415369
HMGR,0.115344766,0.697491073997107,0.986632122587328,0.103818429,1.00992028037562,0.956844251775844,0.584092449188092,0.9945997638544434,0.9945997638544434,0.504583927,0.129244463,0.63670781996294,0.171392997,0.9892209881589358,0.04454696,1.04073061026801,0.9841351778422567,0.230812637548463
HSP90,0.034786739,0.437083405344275,0.5310070438650115,0.203247156,0.576990289989152,0.137173121189293,0.180790328447444,0.9978418664313343,0.9956651993950663,0.041870844,0.050093941,0.370524817670973,0.057906676,0.8999888118956995,0.008105782,0.725751779914594,0.8734364334580951,0.446818560314349
IGF1R,0.044529936,0.113194375918301,0.4567260476107717,0.349659504,0.277155000319551,0.260353635206103,0.0480374509023395,0.894964252758889,0.7560862046853856,0.004059104,0.160749885,0.0644194609232279,0.158200291,0.8265871867872064,0.017905266,0.30752434002858,0.637767382580097,0.346289343467851
INHA,0.189441143,0.0392385963106038,0.009836038709199343,0.095685044,0.136016848254896,0.501800242006109,0.0029553910522254,0.34276166648538464,0.2923000079379567,0.133399905,0.038712254,0.0016303408478807,2.47e-05,0.1423030687649701,0.193228556,0.131725605601902,0.07125043657298154,0.0010962448223375
ITK,0.037693106,0.235130946712443,0.3773259431291671,0.372676049,0.229183581155921,0.0434994170165152,0.194315933168118,0.7513528555042769,0.6001822312756481,0.073189549,0.09572631,0.170953689475232,0.013701132,0.7079944666930889,0.064257631,0.158959078816834,0.6300351552744853,0.0349887721866625
JAK3,0.31081618,0.480998565828178,0.4392563397008044,0.697895393,0.834021990099314,0.457974828036568,0.363802657852887,0.859340670519175,0.4525976248762741,0.152878966,0.01332507,0.628380134642077,0.17393056,0.7514026053802545,0.209107377,0.75383354059046,0.7276313355590942,0.400806984859937
JNK1,0.257878503,0.292916063286552,0.13410247005765152,0.486361882,0.585417768850826,0.336385995819712,0.29930564293323,0.8359778793644743,0.7569923881082328,0.1616933,0.046793336,0.372573790413326,0.069422371,0.725679660711292,0.056310564,0.602774559883638,0.5399840255958824,0.115168762266511
JNK2,0.35648367,0.256577477705475,0.25435596135487337,0.284414169,0.397448005867266,0.34106464029971,0.25082205200371,0.8981308200591909,0.8316980542069389,0.204012638,0.022207951,0.199349431198838,0.031020858,0.7032554762996505,0.017897392,0.443463842574868,0.6748206524334026,0.337212097701501
JNK3,0.0782275,0.162327770300955,0.1938611688571576,0.432241151,0.569243765928537,0.279971440290327,0.340447473533985,0.7672753099862024,0.730123369159217,0.138814722,0.27755863,0.243773222212122,0.080863862,0.6105150072490393,0.130845465,0.738471035868432,0.45401601766181654,0.407919136075635
KIF11,0.486688803,0.359567939461701,0.961541368579435,0.212190148,0.350109673774187,0.477709189647844,0.342253710907223,0.9441176173453251,0.9286238314954164,0.13666774,0.02012132,0.768418785708436,0.128519425,0.8162364373839819,0.127885663,0.215664747946788,0.7685559272090476,0.698313297312468
LCK,0.000205681,0.565749915166587,0.7787348617412874,0.669895416,0.711339965816341,0.297298000508669,0.392929410221094,0.9701119012572731,0.8470697450197839,0.076570583,0.000148916,0.477057376343346,0.111226851,0.7584023522839265,0.145855076,0.775446860177756,0.5843371914891684,0.397161715484516
MDM2,0.018187924,0.174837176723665,0.9066263134283241,0.306301039,0.53150172444885,0.314332459504203,0.170697331294394,0.9699584215020729,0.967876999308774,0.172325813,0.040456422,0.649729780878107,0.000215756,0.7430946865723048,0.06760752,0.718172717604734,0.3576385962512823,0.358972903628597
MK2,0.217487415,0.135933342932293,0.849320425609188,0.427354082,0.528046131912802,0.285555459935031,0.205973544689503,0.9504986019856391,0.8675224909030232,0.191720649,0.210036133,0.174693162033412,0.132243729,0.8298803625721987,0.155145874,0.547850039009448,0.7761490446619145,0.396852499808446
MMP2,0.001244106,0.129590885119026,0.09812180197978858,0.638731506,3.10465257303875e-05,0.0145155232519964,0.0167599155484681,0.9736387424977564,0.9695813732147059,0.067693049,0.179090444,0.164334396058377,0.019830358,0.9348975616969459,0.006051148,0.00011950623149861,0.9252520052618856,0.862438467535848
NA,0.625215868,0.752342813313658,0.9999999999999996,0.990863549,1.05119945028406,0.747448650446974,0.666009354959571,0.9999999999999996,0.9999999999999996,0.099401617,0.482850357,0.737542105533432,3.06e-05,0.9902449000295217,0.324143363,1.05712929108264,0.9774222744845551,0.672430044348983
P38-ALPHA,0.099379585,0.448690257844689,0.698775338527431,0.617705478,0.806415792130007,0.496472505662909,0.526553664979527,0.9395455592912971,0.9373425198443917,0.014729134,0.057158961,0.620024370744614,0.200838537,0.9298421663555444,0.137914068,0.833141301401106,0.923801102683456,0.55915700879628
PARP-1,0.13031005,0.464418245885472,0.5896046951453054,0.585414473,0.911944643428041,0.76012619427082,0.239496709689615,0.9602586886394476,0.9236041988962393,0.046219965,0.215399656,0.855043159390284,0.042232316,0.7143544255096447,0.161694992,0.987145861589464,0.7248010939012213,0.213728573932078
PDE4B,0.13099746,0.107284032953139,0.24250423021390993,0.460309952,0.306923682024007,0.289203541166152,0.146381145083218,0.9578673020866856,0.9566175189583617,0.022979568,0.139525724,0.230297193228333,0.122593779,0.9402544312317503,0.009188519,0.415196320954037,0.908412021267739,0.0336412647601088
PDE5,0.019684418,0.104517328911397,0.7015297870821768,0.359281978,0.509902435627855,0.155463637313076,0.204264573718874,0.9515144873080478,0.9183492186846102,0.133036199,0.054489385,0.132761240760459,0.07245221,0.8149048070725564,0.069141829,0.503086951754411,0.6003820753649857,0.415965717923626
PDK1,0.070346755,0.493880326697454,0.21888151963744346,0.502737458,0.978995842448823,0.733460717971473,0.556438630411406,0.9186798365522149,0.8755557644426644,0.025266627,0.042579441,0.985212176676706,0.153067334,0.7507415460404575,0.191939117,0.980038520551856,0.5312964207458143,0.65802655612867
PI3KG,0.078718613,0.406424263254312,0.6149323493678704,0.679463427,0.66667696693365,0.344364567843399,0.191881352401759,0.9734590722813677,0.9675936354462678,0.035445835,0.281894073,0.403922852495792,0.221218642,0.9233927600126022,0.072784568,0.793001038031156,0.9053394324311791,0.0287202304322854
PIM-1,0.048345248,0.486799796653524,0.44295446908842606,0.464980245,0.569614449774105,0.492995580051807,0.206811568814316,0.8261546327984974,0.7230416006353414,0.052443924,0.099995331,0.447219994129866,0.113267559,0.7015109414129956,0.093783509,0.614799686862155,0.5984560797658878,0.2552355983597
PIM-2,0.139996101,0.37698859444806,0.8069460308021587,0.422057543,0.508511580900357,0.254169140930155,0.328907368096489,0.9463818589540313,0.9313651523547539,0.092866859,0.055348191,0.959947213328498,0.064011687,0.7560479243453794,0.085299873,0.478116898177201,0.6397027168545499,0.116590607701528
PNP,0.061821761,0.602856238261069,0.8129186007480862,0.613317507,0.79465094857819,0.473431981079335,0.289514894523555,0.9437527423953442,0.9775026973105128,0.086371987,0.083909596,0.579666578415767,0.000559872,0.7772772022935432,0.190600263,0.784518648789843,0.7587205105073893,0.578552758158496
PPARA,0.027732307,0.224784890092983,0.9056511983268348,0.653033774,0.362183796375736,0.110465830819624,0.0078602495129044,0.9350793058266076,0.9453035058713625,0.248234876,0.018203344,0.145570755529263,5.61e-05,0.9407455158009451,0.022873479,0.653877479035932,0.8726163902251505,0.0796878062154649
PPARG,0.023325474,0.228343377279689,0.7931377103922019,0.572578514,0.0842829436728325,0.159311650443885,0.0522809199377843,0.8529403696757251,0.6950286575514358,0.22595379,0.001295036,0.135003638817935,0.021376487,0.8169333647137101,0.082613006,0.21274890838458,0.7541982814831871,0.0426149397855989
PR,0.125022409,0.118724699214068,0.27161688759326913,0.029226949,0.143877842986539,0.196209217275547,0.0572418874628005,0.46254367464118185,0.5537881641158335,0.002411637,0.050165434,0.15505473841889,0.00534883,0.17112660628651052,0.101513398,0.250419224464183,0.1637485753879613,0.413387045561451
PRKCQ,0.177468363,0.587644435343041,0.35001122295217596,0.568406812,0.652893725294393,0.491899243745195,0.505728927785691,0.44162004038224745,0.24603974606435977,0.266999324,0.305251435,0.475198367808844,0.192651384,0.5965208708119544,0.133673874,0.451012931254506,0.46360105288147324,0.12010222883789
PYGL-IN,0.149371892,0.601221774336121,0.8098242929128,0.829492916,0.839230474828816,0.86437217037273,0.440255869933713,0.8293979042789996,0.8563086756485841,0.016471224,0.00458343,0.361719297224041,3.55e-06,0.3976831737515261,0.077556413,0.933868030165718,0.2848735428597958,0.0002681339439426
PYGL-OUT,0.781318401,0.233314171279915,0.28292111773725276,0.360624722,0.649201504441831,0.84848358270743,0.470640555245936,0.7224768154165403,0.6733838747968948,0.038892042,0.139028528,0.594620507395984,0.100573413,0.6937027088071281,0.303625926,0.442251351933828,0.5484529277420345,3.62419881464494e-12
QPCT,0.036533645,0.0165475912060437,0.4495318238337329,0.141194477,0.759574034880757,7.03330336424886e-09,7.24047603350969e-05,0.9032680356048468,0.7740249461343695,0.001049832,0.002905296,0.223561694545298,0.002924288,0.41846392917393127,0.000198984,0.886462633871285,0.576977786356279,0.0066002669033757
ROCK-1,0.082715746,0.251777480206096,0.7048432883943674,0.540290961,0.3500336722678,0.245147772171723,0.174603609989137,0.7754876573549828,0.9141842278067451,0.071106559,0.093700646,0.231853519614096,0.100743236,0.830125474421095,0.118605605,0.407920739244294,0.6716394035184116,0.0921157016510719
RXR,0.150292433,0.801560466880341,0.9841398073960711,0.543896572,0.939375659668119,0.991597857286381,0.695929187027224,0.9993428955455447,0.8688379953542227,0.362993545,0.113990308,0.351211406685441,0.090599711,0.986538849784113,0.234696836,1.06722800456543,0.937100671631,0.476952201893937
SARS-HCOV,0.149252301,0.0519045199928072,0.09063546940356382,0.046083077,0.094040841935471,0.139965315752168,0.0947764827869167,0.5562070648612433,0.6803659089343118,0.08521335,0.050037183,0.0103617217120173,0.064213276,0.25767565409259496,0.169523117,0.0771323432901589,0.10306218545754621,0.025601807950264
SIRT2,0.027993302,0.0128515424329382,0.12772852768310786,0.1768818,0.0654868006301642,0.0531616647594975,0.0074763804438304,0.1597570991418068,0.09212071264939438,0.052145122,0.029689185,0.0647882973309659,0.035915195,0.008970220469341185,0.119864147,0.0563459930348606,0.015606755620804892,0.0803468507049906
SRC,0.000265678,0.287842583912819,0.10703390963818957,0.576516956,0.597714631296924,0.17013164212511,0.236765654707071,0.6853284821427302,0.70430581483592,0.116950672,0.066624835,0.317360809946975,0.117222439,0.5494487772261833,0.197996792,0.640768367002558,0.20831845254467932,0.318525117085465
THROMBIN,0.320263103,0.562583208837471,0.8762110670030371,0.69750065,0.863186547525881,0.706726179377353,0.236107437099006,0.9095952812058904,0.9006244528341605,0.164412863,0.110794935,0.868600402530886,0.07029037,0.8762440709517619,0.172945381,0.915821506152485,0.8246396800053604,0.631659312875502
TIE2,0.256733831,0.223646967847858,0.2603929253810064,0.419760448,0.455264724555085,0.294428664809142,0.286342805701318,0.8726964885064428,0.6666416669061088,0.177423335,0.153942631,0.248480134467388,0.014512298,0.6740990281110599,0.106238749,0.617318044416561,0.5539903363587066,0.540849251291966
TK,0.39358977,0.318700166832675,0.6901380110461741,0.437756087,0.0687051232024216,0.814778803949831,0.441366151851691,0.9475359684463858,0.8812010455405185,0.350581878,0.050222298,0.185406312568577,0.258820854,0.06378784752832735,0.005159527,0.853413679479279,0.048638699809390507,6.01731062050702e-05
TP,0.002861422,0.252335379565272,0.2963833875482484,0.320186968,0.0996092018190479,0.330268732316322,0.103051690957667,0.6910916672158521,0.49526854812192933,0.148585866,0.0007872,0.0493233259747707,0.072333375,0.03826615313248191,6.24e-05,0.573567500746211,0.03884460316262621,0.0014364696515009
TPA,0.070052006,0.400428829882281,0.5810908684386312,0.389582618,0.358371454401155,0.670568985173105,0.327679539361287,0.9559958990513272,0.9113801664655918,0.066381968,0.081994418,0.597935939765363,0.038862713,0.7765690065573463,0.117830758,0.977480596818922,0.6281622750965609,0.192504424475519
TS,0.141322804,0.0604310568623774,0.6531483254245847,0.345272996,0.182323910293627,0.313191812497891,0.109861011407379,0.9330893467118186,0.8319219873192618,0.021716613,0.035119826,0.0921777418146209,0.006835188,0.7724917339018464,0.000128004,0.32775881187915,0.7016369176774394,0.0012585868060354
UPA,0.200392549,0.52488381057456,0.2571498304045044,0.675109593,0.734912503279146,0.712719974155842,0.356097890306467,0.8621431815466657,0.8307430625505082,0.0005361,0.070550814,0.529794460977808,0.013312758,0.477192044225678,0.049927896,0.813995638056546,0.363098539444551,0.472112031678754
VEGFR1,0.274026509,0.409610605514555,0.22571954858413604,0.657212974,0.405324526106133,0.494598455142624,0.425940507094172,0.8821444834362001,0.5534498353828808,0.107065423,0.177818233,0.245419233317356,0.101924737,0.39944798375592944,0.005002661,0.502355552193508,0.3160169275390246,0.151414021144875
VEGFR2,0.024213794,0.414856996711849,0.40012861330372046,0.279392462,0.546734721771095,0.17454481993306,0.223491143824789,0.9440611836472935,0.6795350819819107,0.081142041,0.035687729,0.33766122851333,0.052670349,0.8246587302909782,0.160745403,0.593328971267433,0.6609982503098095,0.063053180268174
