tid,$\Delta_{vina}\mathrm{RF}$,3D-GNN,DeepDTA,Denvis-G,Denvis-R,DrugCLIP,EquiScore,Flexx,GNINA,GenScore,Glide SP,Gold,Kdeep,LigUnity,LigUnity(seq),NNscore 2.0,OnionNet,PIGNet,Pafnucy,Pocket-DTA,RFscore v4,RTMScore,Sequece-DTA,Surflex,TANKBind,Vina
ALDR,0.152528173,0.0261179870997307,0.01,0.11,0.04,0.014488396606091091,0.149161709,0.22,0.17,0.27610177001643,0.526885768585819,0.4,0.170301513744837,0.9128597070219144,0.8894701979700148,0.043615633,0.015234528,0.140584580218592,0.215212957,0.05762710852039453,0.143471341,0.211311809946215,0.6139771041771516,0.15,0.0064505448715704,0.16
AMPC,0.000230076,0.0302954931018649,0.0,0.26,0.23,0.495720675145238,0.075637071,0.04,0.02,0.0737293555674085,0.118502660994941,0.04,0.0132340084163686,0.2753890042696457,0.3195724427143191,0.000158676,0.0075918,0.0704109109756207,0.000823766,0.017141841197882483,0.000370909,0.440375098035595,0.01321759667402628,0.02,0.0043659407822388,0.02
ANDR,0.221726232,0.429274113089116,0.02,0.6,0.38,0.642939350296106,0.419202102,0.01,0.17,0.476817877478136,0.503404685641605,0.04,0.329920423766308,0.695541228527749,0.5542862254710799,0.155362729,0.107517244,0.261064878929256,0.143125725,0.3758303356518186,0.182831722,0.556536687746652,0.22555951896599385,0.08,0.558479106836052,0.31
AOFB,0.147821559,0.0490554979214788,0.02,0.05,0.02,0.09674091920362443,0.102939838,0.11,0.04,0.0442324528205937,0.136808607503663,0.27,0.0338165364992424,0.7388036932838813,0.7191149574813107,0.07100114,0.087196586,0.0435907808930519,0.022413804,0.5070762959002194,0.056406525,0.0814264125435148,0.6181158178820843,0.1,0.0059450983388874,0.16
BACE1,0.154258482,0.380235325614282,0.02,0.77,0.33,0.627245255656074,0.20448774,0.21,0.32,0.491070003836879,0.262666602456595,0.41,0.209460625439764,0.925646712716822,0.3261071325800381,0.057047886,0.036912926,0.247653763257419,0.125326308,0.28120235165955126,0.109293792,0.687561201154141,0.14467254285755815,0.29,0.37348375022387,0.09
BRAF,0.201709908,0.257623891418324,0.09,0.71,0.67,0.5171757965948353,0.403304695,0.41,0.34,0.489724249819381,0.535210425996543,0.39,0.277511547909006,0.9493868218848389,0.8431714251965007,0.291081694,0.130160934,0.234374078761201,0.19553683,0.7895989233171105,0.128951404,0.581691119015074,0.7358936266291626,0.1,0.729373756054223,0.27
CAH2,0.031015285,0.123399099084173,0.05,0.92,0.89,0.0742603716486807,0.472980859,0.13,0.44,0.364559307300585,0.0221571444537518,0.29,0.15193474656342,0.9928853541728137,0.3923434124221757,0.019824145,0.232089085,0.241623448395258,0.040019979,0.9884516383255223,0.157895284,0.393696837647928,0.9198981450550404,0.06,0.910158088725073,0.01
CASP3,0.117316392,0.158665136004925,0.01,0.63,0.0,0.2981187166661612,0.503053004,0.38,0.3,0.387880521677736,0.445884899501367,0.49,0.0931487837925859,0.8921013329787392,0.830499812415647,0.061098482,0.041497088,0.355838260674715,0.109007712,0.28984932529181906,0.050068586,0.538825542156383,0.43343145181143095,0.23,0.0615323155578585,0.05
CDK2,0.203010499,0.352281066226509,0.07,0.74,0.52,0.389675295391939,0.548700763,0.22,0.37,0.730778942167495,0.545669055210883,0.29,0.381970493397608,0.8907684732948709,0.7146804234676001,0.080975096,0.031751479,0.400635496734795,0.247113412,0.6694796001594676,0.118224491,0.716221221355134,0.36759646362944476,0.07,0.197621704134355,0.17
COMT,0.021611296,0.197228102093078,0.0,0.86,0.08,0.8711132683468631,0.847465726,0.15,0.02,0.954627269192674,0.0587530684612611,0.82,0.128870681988579,0.9773696999631751,0.8334905936905215,0.196398616,1.41e-05,0.161541637884455,0.019082755,0.7517789809633297,7.13e-11,0.846554980188297,0.699921559124177,0.05,0.068779911795379,0.06
CP2C9,0.064260914,0.0723076556240038,0.03,0.17,0.09,0.0153448044506872,0.070063543,0.17,0.08,0.0492047104182605,0.0560782519420438,0.12,0.131757760323073,0.21657450803685807,0.20202563139006827,0.039952442,0.030229617,0.114371409208225,0.148791836,0.011853525479663495,0.114707215,0.0318976503863244,0.03727564995611732,0.05,0.136758711060025,0.05
CP3A4,0.055527908,0.0213555067039495,0.05,0.05,0.06,0.009162688480617503,0.08104967,0.07,0.03,0.133450445330669,0.0915428126081435,0.22,0.0327301186157257,0.18539551998495024,0.31028588509402066,0.102894787,0.036777337,0.0359406680912473,0.165197763,0.04542799082395039,0.099827969,0.111717431983287,0.04668157777638428,0.14,0.125844217040667,0.04
CSF1R,0.178532772,0.45059563296574,0.11,0.67,0.44,0.32282990971812114,0.476793691,0.38,0.31,0.645910140951728,0.377403426524982,0.34,0.416273027852931,0.8918835317246274,0.5117049216236903,0.094536827,0.078641102,0.437765979101617,0.126680372,0.8504688415912511,0.259534021,0.636081390754349,0.6443677166571463,0.05,0.391516597154984,0.05
CXCR4,0.008364465,7.02214402219737e-05,0.03,0.43,0.14,0.3853785724974369,0.027315235,0.01,0.33,0.159253028601298,0.00233269014582059,0.11,0.0028218204498132,0.3821732831891307,0.5033291441500729,0.0365382,0.059996538,0.091015372090544,0.131256919,0.006233268537351786,0.021735657,0.139787137965934,0.0006371234435867751,0.26,0.147261056765849,0.0
DEF,0.501137161,0.653508207342008,0.0,0.97,0.82,0.9895904085914194,0.952366852,0.01,0.58,0.958195037463124,0.392265988257576,0.48,0.705359749107313,0.9980339682903258,0.9592869181964658,0.029837618,0.086019163,0.83218146796297,0.092905856,0.9848995783480631,0.244455991,0.898974198354351,0.9469865562462433,0.59,0.906015833762649,0.2
DHI1,0.184005638,0.170040489409083,0.02,0.0,0.05,0.007735850461825849,0.222440651,0.01,0.2,0.0293904127574431,0.039228939894802,0.16,0.108414449155732,0.6331276472540213,0.6092531788265921,0.151434429,0.031965268,0.0782949531941336,0.200292511,0.29763202863470084,0.077102811,0.0303871738651371,0.39290228495697616,0.09,0.0852709048877352,0.09
DPP4,0.105611828,0.298971693168822,0.08,0.44,0.07,0.7810575507917831,0.609838164,0.22,0.23,0.638915787121381,0.379548881989714,0.3,0.288855040299577,0.8053284477383279,0.11771652464515886,0.177923184,0.050480915,0.447921173636663,0.169493604,0.18851776131537884,0.110975643,0.684154296372189,0.13923849338481356,0.1,0.290631166973697,0.02
DRD3,0.044089738,0.0705980488990854,0.02,0.12,0.02,0.07602074178398989,0.128816293,0.05,0.14,0.0230340299885221,0.0958137700479128,0.18,0.0309413231405809,0.6871357500449419,0.76613423454279,0.138975022,0.037595358,0.125717706347399,0.07161474,0.5884728491455343,0.084775338,0.0566625868227345,0.30806853041969373,0.13,0.0798920582048915,0.1
DYR,0.128953015,0.481738668116332,0.07,0.8,0.69,0.7663881767304969,0.413145327,0.17,0.44,0.586484663168039,0.143407297704669,0.66,0.23200420170323,0.9928030644694634,0.9869917850752449,0.306762989,0.131448538,0.404726861405226,0.238728195,0.9643527667719984,0.055514718,0.744715946839208,0.9508086182189466,0.4,0.802605594335696,0.12
EGFR,0.091565131,0.296583279234428,0.05,0.87,0.7,0.5347685594001876,0.528713504,0.31,0.35,0.547272290739334,0.380637754015116,0.4,0.376681749237607,0.7987363357697674,0.38461116214707775,0.104940209,0.035178506,0.44131573288361,0.163592042,0.4565081791862428,0.072758606,0.728486069062363,0.06759972983300505,0.22,0.396810997389771,0.1
ESR1,0.588502218,0.676893239332095,0.04,0.88,0.2,0.7905797079160877,0.60747344,0.51,0.43,0.656027946436317,0.773712794991539,0.42,0.453001454283896,0.8752576406583382,0.7617479712682992,0.195117147,0.286857994,0.699837206119387,0.266737469,0.16653816668650484,0.315431699,0.695464586445938,0.051005001908635265,0.47,0.704142213080169,0.35
ESR2,0.484549532,0.643621904233347,0.04,0.8,0.21,0.9044635337333384,0.64378402,0.51,0.46,0.754370226950146,0.77278396507113,0.31,0.400994833710718,0.9258637200618021,0.7463331509677847,0.207880353,0.223129605,0.757459806193973,0.202372205,0.2139515251358224,0.139241643,0.758875419240859,0.14809391426002783,0.39,0.758814302604549,0.28
FA10,0.608910155,0.794879470310513,0.11,0.7,0.62,0.8696546837280306,0.606104088,0.72,0.61,0.854850528690669,0.770387815711151,0.72,0.77710948257406,0.9143573310866465,0.611184003438089,0.452411961,0.09606235,0.861456414827322,0.287471038,0.6547963172743929,0.498777962,0.84026182364709,0.43954257039352795,0.24,0.464205284586002,0.38
FA7,0.440037123,0.840464184085637,0.07,0.92,0.72,0.6356403059574938,0.708682749,0.9,0.52,0.81223829200477,0.836991144435541,0.77,0.494875056636147,0.9569298905996905,0.7356644155555422,0.145786727,0.089512709,0.822136592404772,0.152332242,0.4759832955708631,0.236750956,0.938768228260621,0.07025438840037317,0.73,0.303334697065404,0.28
FABP4,0.268977647,0.219022662099924,0.0,0.77,0.33,0.6993480155586654,0.078332455,0.33,0.01,0.447135169312006,0.689189775585456,0.5,0.0028511216744364,0.9446940557338798,0.2413360961329708,0.0606988,0.242174569,0.482754645166748,0.187055472,0.03503078859135186,0.043894477,0.560618741946192,0.009397603036837402,0.1,1.65566379623003e-05,0.43
FAK1,0.29611987,0.444951596438273,0.03,0.98,0.93,0.351746498150992,0.735437243,0.31,0.43,0.815804713075758,0.645992057003695,0.52,0.450259238279677,0.9778468900253532,0.925507913945528,0.108743761,0.011298021,0.403344895373107,0.154224415,0.8451612874256429,0.140157214,0.872922156971699,0.3086971536430435,0.09,0.4405968970582,0.33
FGFR1,0.575630698,0.192217085970064,0.44,0.38,0.36,0.49294133626177994,0.354964573,0.3,0.66,0.386226842005867,0.10666311729238,0.83,0.424527855402586,0.9056830832900875,0.5364681441157295,0.299984369,0.594360299,0.327055963981534,0.357007725,0.8947181297192964,0.113352243,0.266918598107923,0.8344505450730357,0.28,0.785131066519707,1.0
FKB1A,0.127129096,0.481246168587544,0.0,0.55,0.26,0.8838491771838985,0.536900004,0.01,0.09,0.336025667810904,0.345919921650584,0.39,0.144964346506868,0.9650031285239716,0.8871755215866952,0.068305701,0.084251749,0.42324937237532,0.109365406,0.49658685396984525,0.03079487,0.735995964631145,0.5422767611278245,0.19,0.107105577423836,0.13
FNTA,0.146594695,0.0402281670358897,0.02,0.67,0.05,0.6943212711617454,0.345510182,0.11,0.13,0.429044481065133,0.15188238792614,0.32,0.191220243316669,0.812954834888994,0.6220445385316683,0.053818686,0.072977562,0.0871872826471024,0.06615007,0.44633070103860134,0.102078315,0.387216430256748,0.28840517460475895,0.13,0.15318946522447,0.05
FPPS,1.01e-07,0.320448888851865,0.0,0.01,0.02,0.9727410482001081,0.998363785,0.07,0.52,0.647431771047542,0.0168581593579454,0.97,0.665102988736237,0.9998594831136357,0.0018229857546939693,0.576099919,0.000326746,0.336626728629053,0.000198159,0.012915281502283882,3.18e-10,0.956932696477381,6.1269575150287145e-06,0.03,0.829800234340706,0.0
GCR,0.196626611,0.229375074126918,0.04,0.16,0.27,0.429981206135316,0.171482988,0.13,0.29,0.254786946633721,0.280182008989631,0.13,0.370689638487322,0.718112371303774,0.6177783212579635,0.189738998,0.035396259,0.197463229826609,0.213644109,0.38096443610957825,0.041299229,0.224489591058973,0.20580722477781785,0.26,0.416884978671067,0.24
GLCM,0.149044164,0.657828496768649,0.03,0.01,0.07,0.6638904035891675,0.998162935,0.16,0.1,0.368691763645576,0.161609673535819,0.4,0.123738292009456,0.7685060285243356,0.3822741464226114,0.105293064,0.146244986,0.36926067297793,0.024338876,0.39263424746187625,0.013937879,0.522640369067178,0.28096742282746456,0.49,0.309040364587803,0.0
GRIA2,0.033079098,0.0164649958631967,0.03,0.23,0.23,0.19934450267422302,0.056243432,0.13,0.3,0.0196480115215257,0.080247396064962,0.23,0.0805580918892969,0.620084335739901,0.17817283437732592,0.0260243,0.018108121,0.0172456590154324,0.169187606,0.15103959632725195,0.027679877,0.0180501193096746,0.1615597697775279,0.14,0.235468250308823,0.17
GRIK1,0.063502614,0.209420268767872,0.03,0.63,0.48,0.6279388475727756,0.100206856,0.38,0.2,0.657679655855617,0.401796855765987,0.47,0.121754534523682,0.8609605935516496,0.6057800642729313,0.078738261,0.039263984,0.351010913081331,0.168314437,0.21434561965872476,0.061944637,0.799099307526206,0.42053819521525526,0.18,0.189946326112796,0.08
HDAC2,0.236062373,0.376088215956604,0.06,0.87,0.78,0.5489280107836961,0.763867363,0.29,0.09,0.0885686963647612,0.330038873642345,0.32,0.270881499093707,0.9770832993051692,0.9578053405266765,0.144566173,0.149925841,0.150944337870916,0.130362822,0.9549065973322328,0.046214972,0.183387400000348,0.9463584933481586,0.26,0.0612106930367158,0.24
HDAC8,0.392794071,0.408167453939411,0.04,0.93,0.86,0.9364868051260832,0.922874044,0.23,0.31,0.811494216517365,0.304242827129106,0.21,0.226103488704448,0.9603690869896168,0.7264295815984748,0.036537612,0.045198914,0.435193444895879,0.09539607,0.9417984711183484,0.004325985,0.623341138185547,0.8611255810183812,0.09,0.117788501358012,0.34
HIVINT,0.053624136,0.0667595467736849,0.01,0.01,0.01,0.0013070921849533052,0.039649302,0.07,0.01,0.123416161007374,0.0488500159647719,0.17,0.117071365602177,0.0033674948280009755,0.006465291177303666,0.029713379,0.031028181,0.208962797976768,0.038717236,0.0003012515537011269,0.007861567,0.114712526429412,0.0012542654663294163,0.07,0.0466837740481783,0.05
HIVPR,0.070468469,0.166691036977095,0.03,0.73,0.41,0.4063001595629104,0.434986763,0.04,0.45,0.479709226389806,0.117508385461924,0.28,0.16144304844267,0.7709002588669682,0.5962496372819955,0.107670316,0.156524169,0.312664233999515,0.092302462,0.8513463800438478,0.353459694,0.672437040883571,0.7439473736550605,0.11,0.803915309577397,0.09
HIVRT,0.087799623,0.0719699383367826,0.01,0.31,0.05,0.4529907808123327,0.16776023,0.05,0.22,0.202909088719883,0.382315250398894,0.23,0.135927249109928,0.9518177134852949,0.8792161814591053,0.041989854,0.041668075,0.0724802188788105,0.112284281,0.8925783520019576,0.041477509,0.236934234182607,0.34690926226776114,0.09,0.0367760913659499,0.09
HMDH,0.08790629,0.780880200247344,0.01,0.71,0.7,0.8500826032797765,0.089683664,0.05,0.65,0.772327648595182,0.634935130426104,0.42,0.228470963631515,0.9922878531551186,0.9843045693179199,0.316723995,0.09335526,0.712094532760723,0.090452687,0.566681280676164,0.031919821,0.788684282901818,0.5491822989367257,0.34,0.52015814030455,0.1
HS90A,0.030840345,0.347039559225683,0.05,0.69,0.27,0.7032045562252351,0.268705325,0.03,0.17,0.258491901523809,0.0483831454128045,0.26,0.223694488801348,0.9992009116133521,0.9899385264254918,0.026252705,0.030775748,0.261419200665319,0.111464172,0.9475654417074288,0.007961541,0.679186173884122,0.8534316388556719,0.02,0.287340311590461,0.0
HXK4,0.053755638,0.0706752941845893,0.05,0.32,0.07,0.015861927586132585,0.10229629,0.09,0.31,0.00246801554202283,0.333501942212197,0.31,0.571024527433205,0.51430175812503,0.5075134170319121,0.007230684,0.045603795,0.0451188086487595,0.077045188,0.20891167861299237,0.002511963,0.0159328930320989,0.18895126146747457,0.03,0.0025519232129142,0.05
IGF1R,0.311310782,0.244472301873539,0.06,0.78,0.69,0.7283380045494692,0.44182344,0.47,0.48,0.446606001888643,0.347212016147158,0.46,0.361308496950214,0.8506233197091096,0.5257381664856238,0.083112178,0.088827384,0.261247263175029,0.281906747,0.7316065046137283,0.06956606,0.408384174587804,0.39433541291491697,0.19,0.516634831931315,0.25
INHA,0.348156542,0.0331843936547163,0.0,0.38,0.0,0.16151201571995752,0.606532316,0.12,0.04,0.00709202063393567,0.0758418834463515,0.55,0.0122434237452454,0.7057832397253733,0.3435673445017992,0.130589826,0.052932289,0.228863894711186,0.045730412,0.06605595708110529,0.114084387,0.0427696555581198,0.13066464471876219,0.19,0.274784930856714,0.2
ITAL,0.105447125,0.0312769553005507,0.0,0.69,0.2,0.3318471062149857,0.050970936,0.03,0.11,0.179955838345337,0.213986008937787,0.12,0.0753467547667845,0.5366149008250881,0.5050972129262975,0.012171192,0.01357191,0.0980967436813576,0.084012438,0.3610254090962882,0.09871725,0.170916460420837,0.35708612404910944,0.04,0.139776347178073,0.01
JAK2,0.328301931,0.629072332226274,0.12,0.9,0.75,0.45428569204899016,0.715028094,0.16,0.47,0.839328454291849,0.645354481326474,0.49,0.430045218301501,0.7864725448996944,0.6824018807559685,0.125471946,0.051347316,0.661762915484047,0.421094586,0.8895782100434612,0.174130352,0.841602636643098,0.8345173989486775,0.21,0.430912024151224,0.26
KIF11,0.431710592,0.0567410872655363,0.01,0.46,0.27,0.7582027239016941,0.167989188,0.09,0.57,0.703108555785589,0.46357963668056,0.54,0.185556788062022,0.30394787949102836,0.19647474233350487,0.239019644,0.061327587,0.391001020367175,0.334064534,0.1075442466271307,0.143796938,0.764615811616813,0.19960671208450387,0.11,0.793465767332495,0.44
KIT,0.096062639,0.1894432642763,0.07,0.6,0.52,0.08758416855653253,0.203448478,0.16,0.22,0.124241832550223,0.100396695263711,0.25,0.12626053189523,0.9392881457936956,0.5385921385555165,0.096462422,0.029435124,0.186794747269847,0.114768584,0.8969727618670612,0.110151612,0.103640145138183,0.8067596545675013,0.06,0.431033902227806,0.1
KITH,0.27957419,0.126309933623391,0.0,0.0,0.01,0.1621149649802632,0.853683361,0.08,0.61,0.59957648795424,0.847825308844637,0.3,0.138815766243784,0.9998006720565098,0.9792734944694172,0.310502287,0.152288325,0.392104084389562,0.205087168,0.0020343644360500553,0.146237153,0.83984807737901,0.00040275872078185485,0.7,0.0010741303215657,0.51
KPCB,0.247042215,0.377426182728298,0.01,0.77,0.5,0.7587523859295057,0.641118577,0.44,0.36,0.706865441577283,0.710630512726251,0.5,0.277082476549992,0.8796457990341813,0.8443311311711293,0.037408149,0.104795059,0.236618752305359,0.269557819,0.7135831590723014,0.054444849,0.66106066905759,0.6238137236519667,0.44,0.0733227472466212,0.46
LCK,0.315492671,0.46357255008248,0.07,0.74,0.67,0.08081948598577467,0.597156846,0.31,0.26,0.558189796639672,0.538977712134915,0.26,0.452501784802289,0.8989587519199231,0.342808418358017,0.135385278,0.028882771,0.518503824826621,0.34704973,0.5298030053906513,0.244243363,0.582747359874445,0.1864604042112005,0.22,0.241519194280982,0.16
LKHA4,0.148656803,0.201071015200212,0.0,0.85,0.57,0.5728148787465978,0.535211768,0.15,0.3,0.250369157968772,0.486046558824109,0.28,0.0740292069191291,0.2834653336548878,0.28472868310231847,0.105477448,0.055426975,0.343636520238678,0.029303197,0.0014060963933757746,0.105448404,0.70916832368988,0.00029040694808814635,0.34,0.0424281949025633,0.29
MAPK2,0.354741597,0.19360217903029,0.26,0.7,0.51,0.637416210990409,0.537696391,0.2,0.31,0.821905037944991,0.656323008110296,0.43,0.339395776311288,0.8907842620985266,0.745721131246742,0.049212156,0.070480849,0.133335631677709,0.229959606,0.802693711320162,0.075186633,0.854279357805666,0.6869283710549444,0.05,0.273151098152774,0.27
MCR,0.289743633,0.5461494702286,0.02,0.51,0.38,0.47161558789283436,0.411467016,0.01,0.23,0.654366879267182,0.465521750721363,0.05,0.478597753243452,0.6452029316936687,0.5226770188414768,0.157415361,0.055723322,0.396193320630655,0.218735981,0.3208147697649356,0.24739464,0.493370875648687,0.24808006119757461,0.06,0.303850858937689,0.14
MET,0.485127452,0.560112006357696,0.03,0.84,0.8,0.759152111187886,0.699704128,0.35,0.56,0.699471707993074,0.620097286567772,0.61,0.563701622899405,0.7818943251077795,0.6286197198055796,0.101390967,0.048349086,0.642950059467404,0.281811286,0.7027058528690512,0.157668292,0.751780808536188,0.3663835065892136,0.15,0.337752583934405,0.22
MK01,0.11411029,0.113582064622618,0.05,0.87,0.74,0.6307821728691593,0.206922713,0.38,0.19,0.258435686204832,0.226912807016106,0.44,0.0715211195048595,0.9244160109564311,0.8535255027420737,0.135932538,0.067023558,0.193411699820289,0.310358405,0.9203008516977591,0.161308253,0.300865780231042,0.8856497565239771,0.04,0.0708216662210342,0.11
MK10,0.092649352,0.154944445107189,0.1,0.68,0.46,0.41480889136290944,0.24779531,0.25,0.13,0.322294967135813,0.225321541693062,0.41,0.181442990516845,0.7990167586846947,0.631958407871047,0.068294531,0.132500428,0.179347975131034,0.183330438,0.5986550502556265,0.101493184,0.328473291548746,0.44227653776214576,0.07,0.0763313540718424,0.14
MK14,0.190890329,0.245966317379212,0.06,0.87,0.45,0.48572719314560003,0.331543882,0.26,0.32,0.422229744250191,0.381507384963458,0.26,0.30458316817559,0.8711170649319299,0.7748049041746008,0.120687866,0.060292231,0.294029015128367,0.190844125,0.7605311080029776,0.173279647,0.47101199245893,0.6932379118899962,0.06,0.438049043481645,0.13
MMP13,0.077183206,0.705735869240534,0.03,0.95,0.88,0.7234142966698373,0.870623557,0.08,0.17,0.60462596504766,0.332755703465014,0.4,0.328281206843437,0.9929168347569514,0.767461772830567,0.020810554,0.213584462,0.672155343298912,0.143418318,0.979562847911172,0.07670342,0.574063716085241,0.9657148170538772,0.24,0.894254636414526,0.08
MP2K1,0.056485163,0.0127707913380134,0.01,0.41,0.44,0.03176820852796912,0.004642771,0.16,0.13,0.0972235884402164,0.0826345564253751,0.37,0.0463111604445925,0.6687059304464019,0.07903331633347652,0.028229545,0.144030625,0.0416224931644838,0.079102558,0.43670624076291126,0.000978813,0.125357354052005,0.24577399399172997,0.02,0.122831549554186,0.01
NOS1,0.010700602,0.0209458697540845,0.04,0.05,0.02,0.00012009333318379409,0.018090126,0.14,0.13,0.0551549103200616,0.0614593600388754,0.3,0.074192955427834,0.9568491197185143,0.9468142997249535,0.046072895,0.05726964,0.0157122042236909,0.097012407,0.038942836135607416,0.042428066,0.0544900264086486,0.008594965243852504,0.33,0.0281756371642055,0.03
NRAM,0.187440135,0.411271400544441,0.0,0.8,0.67,0.99485403095603,0.907091364,0.21,0.3,0.870156814447666,0.763583724096531,0.39,0.193362540004919,0.988919150921088,0.6539375525322396,0.096167257,0.092133074,0.62480629488001,0.054412358,0.7698071183540292,0.140930727,0.986095624615741,0.5691301947477583,0.4,0.760509233784909,0.0
PA2GA,0.097243745,0.160079247723754,0.04,0.66,0.43,0.6573695334251463,0.563273584,0.32,0.16,0.625028687786646,0.64882774030091,0.34,0.105214864028792,0.6477833349955409,0.5815688366120049,0.015709201,0.204841571,0.213002863096234,0.118021394,0.009510421650392264,0.107613037,0.797766111595675,7.946509918290421e-06,0.06,0.264543451322608,0.02
PARP1,0.281190342,0.550321106949328,0.03,0.58,0.33,0.7486140244361661,0.735399256,0.22,0.31,0.826417116227346,0.776851670695749,0.24,0.253056914092156,0.9228974765692497,0.8107868023735941,0.188955088,0.150409589,0.658903807791939,0.089671067,0.5644597264862034,0.148228512,0.907199762523006,0.5422284516603076,0.32,0.308340302461566,0.26
PDE5A,0.123302639,0.202709972806171,0.06,0.42,0.22,0.46401484279670724,0.157010132,0.04,0.24,0.366576587931538,0.0307768948847364,0.18,0.0791700967842656,0.8329388280279678,0.7316227211788391,0.021990658,0.059702336,0.172899337108496,0.249871936,0.589222117706728,0.022998887,0.461836846310153,0.3969524131275117,0.15,0.335804011489329,0.19
PGH1,0.138304809,0.0195003917346481,0.07,0.0,0.0,0.06105491741995537,0.047235436,0.09,0.17,0.176057612963493,0.236160667593155,0.25,0.0470036909362268,0.8828966937073753,0.8648127617567102,0.078174559,0.018023346,0.124415136808052,0.098803903,0.7724684238830138,0.016492385,0.218332303157009,0.5058254569720152,0.16,0.0294437551765022,0.11
PGH2,0.3721711,0.04185558268851,0.11,0.02,0.01,0.05716952434451016,0.076788296,0.22,0.29,0.255999762698557,0.567513053552878,0.33,0.201542167129595,0.9241141371901205,0.7931786690622272,0.123186204,0.032273446,0.222796934854568,0.129857927,0.8905473622600494,0.026444624,0.261645794330766,0.8593594445888006,0.28,0.0224344753289486,0.45
