tid,$\Delta_{vina}\mathrm{RF}$,3D-GNN,DrugCLIP,EquiScore,GenScore,Glide SP,Kdeep,LigUnity,LigUnity(seq),NNscore 2.0,OnionNet,PIGNet,Pafnucy,Pocket-DTA,RFscore v4,RTMScore,Sequece-DTA,TANKBind
HMGR,0.616759342,0.837959482038429,0.9849583333333307,0.855664716,0.963092251950947,0.971174749163879,0.822994987468672,0.9861249999999915,0.9894166666666622,0.876743943,0.636549708,0.913251879699248,0.59371345,0.9902916666666641,0.468295739,0.985556020066889,0.9893958333333298,0.856161236424394
HSP90,0.527796755,0.740704855195911,0.7467291666666662,0.702728048,0.782800511508951,0.638150042625746,0.790758091993186,0.999875,0.9997916666666666,0.578364566,0.479333475,0.701298977853492,0.617482964,0.9920625000000001,0.584422913,0.771490480250071,0.9913125,0.783965076660988
IGF1R,0.578078181,0.387378130922209,0.7547083333333325,0.784980745,0.525607105735613,0.714589435887744,0.529488321117885,0.993,0.8998541666666549,0.606833801,0.596399297,0.581512432358381,0.781651711,0.9908750000000001,0.732607256,0.528292229676525,0.9410624999999838,0.900317939568609
INHA,0.522138936,0.588786919831224,0.4249166666666657,0.696142496,0.574838392355255,0.51981450252951,0.449398734177215,0.5669791666666655,0.5483124999999974,0.486561181,0.478407173,0.493354430379747,0.35943038,0.6777499999999979,0.463280591,0.635616919617762,0.6820624999999972,0.298101265822785
ITK,0.540258913,0.610526315789474,0.8013772954924965,0.718711844,0.590625,0.564965986394557,0.677260186757216,0.9774207011686152,0.9029006677796346,0.468421053,0.672941426,0.668866723259762,0.586948217,0.9734557595993346,0.630910441,0.601332199546485,0.9463689482470783,0.749002546689304
JAK3,0.702495678,0.735371650821089,0.6653958333333363,0.940445215,0.924575232865388,0.822970639032815,0.796067415730337,0.9498541666666656,0.9002291666666663,0.695473207,0.63818064,0.806514693171997,0.729321521,0.9888541666666667,0.74394987,0.871558685030187,0.9884999999999999,0.814532871972318
JNK1,0.652116162,0.66427501021752,0.5851875000000001,0.832597663,0.754074310559761,0.678965611602663,0.745129648971436,0.938854166666656,0.8882499999999929,0.620214795,0.610110803,0.723116570546297,0.770855093,0.9431458333333252,0.680747922,0.731232326917814,0.9090000000000003,0.613414468007811
JNK2,0.575978887,0.54661592824137,0.6613125000000003,0.696021922,0.510014831123954,0.508050089445438,0.629145148138081,0.9592499999999833,0.9437916666666678,0.617185376,0.465626982,0.562868080094229,0.636019752,0.9503333333333199,0.574148319,0.475008791645643,0.941020833333321,0.715749620258904
JNK3,0.695638834,0.55830593907517,0.4907499999999984,0.835117395,0.813659156101513,0.725524973176553,0.839206662283585,0.9557291666666657,0.8848958333333276,0.650361604,0.623515231,0.760902914749069,0.683892176,0.9450624999999991,0.680604865,0.823790025327173,0.8993333333333312,0.750317773394697
KIF11,0.813280582,0.892771599657827,0.9930416666666667,0.883149406,0.929032258064516,0.912160441426146,0.89419375534645,0.9753750000000009,0.9755208333333337,0.765258768,0.360190334,0.958233532934132,0.679704876,0.9223333333333188,0.726678785,0.89721986417657,0.9441458333333239,0.927420736932305
LCK,0.488498711,0.791709621993127,0.8402210175145982,0.841054459,0.780258692403395,0.744362728858852,0.836103951890034,0.9820266889074233,0.9579232693911598,0.660534794,0.412414089,0.768528451492537,0.628221649,0.9621768140116771,0.684697165,0.780774015916134,0.9282318598832369,0.811877147766323
MDM2,0.291857699,0.744662921348315,0.9516249999999892,0.767855431,0.824129948914431,0.79456417624521,0.57966724286949,0.9755416666666474,0.9795208333333196,0.770261226,0.505882988,0.488467261904762,0.396329879,0.9182916666666612,0.3708981,0.865309706257982,0.90924999999999,0.843414211438475
MK2,0.788256313,0.614355260317993,0.9373436196830702,0.800597943,0.868648489338144,0.828446483618897,0.770330223746373,0.9944954128440368,0.9677648040033365,0.625878318,0.702738675,0.77849588719154,0.733422864,0.9916180150125105,0.740869086,0.863375311651173,0.9636155129274402,0.860712399788776
MMP2,0.458122896,0.589951599326599,0.6304048414023359,0.874705387,0.518799102132435,0.569633838383838,0.596527777777778,0.9683013355592658,0.9603505843071819,0.587920875,0.573190236,0.603409090909091,0.429924242,0.9878964941569305,0.528367003,0.52881593714927,0.9925083472454099,0.944802188552189
NA,0.882036272,0.906526271893244,1.0,0.998162072,0.997619047619047,0.921637426900584,0.922133027522936,1.0,1.0,0.901876564,0.911791076,0.934956213511259,0.438427857,0.9994991652754591,0.803273561,0.99850320245057,0.9984140233722871,0.966302521008403
P38-ALPHA,0.645338983,0.630721235194585,0.8798333333333234,0.803683319,0.838052972668357,0.742032967032967,0.765249576988156,0.9814791666666594,0.9822916666666677,0.601469966,0.650052876,0.750666243654822,0.681556684,0.9950208333333334,0.672747462,0.777500704423781,0.9875833333333317,0.919479695431472
PARP-1,0.775611063,0.781437768240343,0.8780284043441966,0.918160377,0.960184391080617,0.899828620394173,0.794023605150215,0.9558897243107807,0.9377192982456021,0.653441252,0.714622642,0.804113636363636,0.616745283,0.9302840434419263,0.669286021,0.971197827329903,0.9414369256474465,0.810214592274678
PDE4B,0.626596639,0.692690855704698,0.7366041666666653,0.766619183,0.773230884341995,0.669882586549253,0.604089765100671,0.9718958333333281,0.9852708333333325,0.632130872,0.524045721,0.672472734899329,0.591883389,0.9832083333333336,0.560098574,0.854283576505798,0.9191666666666646,0.650755033557047
PDE5,0.472211147,0.510300372142477,0.9226874999999948,0.673967987,0.742029885159402,0.610362257792755,0.528796739323055,0.9810625,0.9805833333333334,0.614267677,0.679436913,0.537236399078504,0.646641857,0.9507708333333331,0.645733652,0.762115904757682,0.8592708333333279,0.850389863547758
PDK1,0.737506759,0.783007390050469,0.46977083333333225,0.960650981,0.986921437961829,0.946144430844553,0.863881128334535,0.9926458333333334,0.9646666666666666,0.69274964,0.543540465,0.845394736842105,0.711697909,0.9768958333333337,0.634969809,0.975678861235776,0.8953333333333178,0.895908435472242
PI3KG,0.717297477,0.668221331756772,0.8103333333333357,0.886074271,0.905172413793103,0.826458885941644,0.712868685541615,0.9894166666666663,0.9936875000000002,0.606001883,0.685027042,0.789277190216558,0.821235411,0.9854583333333335,0.707241236,0.914330975537872,0.9025625000000039,0.588298408110534
PIM-1,0.766981132,0.791103507271172,0.8513969974979155,0.90184536,0.936874027080212,0.89131200986871,0.851283147989735,0.9533361134278572,0.9163052543786502,0.653272027,0.608404619,0.850716424294269,0.651026518,0.9622602168473731,0.623834474,0.931278820454078,0.9185362802335288,0.68502994011976
PIM-2,0.735704415,0.718553978210631,0.8418755221386756,0.882510417,0.904346869153736,0.829008473643666,0.80414878397711,0.9718462823726012,0.9695906432748543,0.585301924,0.59570968,0.685560053981107,0.598758527,0.9791353383458646,0.633568029,0.904581636770478,0.9535087719298251,0.704130201136189
PNP,0.667093121,0.559953897736798,0.9350334448160563,0.800315391,0.681630221474628,0.789402859545836,0.671343252305113,0.9964464882943145,0.9989130434782608,0.751498324,0.495421207,0.668744761106454,0.528730092,0.8438545150501735,0.502388935,0.731630221474628,0.804974916387969,0.819080604534005
PPARA,0.572069378,0.72738038277512,0.9485624999999888,0.818938165,0.743605411799729,0.666102611107193,0.521901913875598,0.9953125,0.9888333333333319,0.751471292,0.390992823,0.695968899521531,0.527822967,0.9737291666666571,0.610705742,0.709260695511841,0.9553333333333169,0.493732057416268
PPARG,0.556125,0.747284090909091,0.8959583333333391,0.857250686,0.653156450137236,0.652035681610247,0.500034090909091,0.9269791666666591,0.9338541666666514,0.642795455,0.339125,0.680840909090909,0.469727273,0.9212499999999834,0.640806818,0.705702958218969,0.8860833333333236,0.50123062898815
PR,0.730684105,0.794144727377356,0.7433069224353647,0.760352805,0.767071524966262,0.788924233661075,0.693885771831391,0.840179316096748,0.8468098415346137,0.641477436,0.643403277,0.638403221985312,0.545760276,0.5126772310258544,0.577392929,0.675351841141314,0.4249999999999997,0.870349589987052
PRKCQ,0.76090452,0.798815563003895,0.809841534612179,0.851608529,0.886974139501001,0.872382079766891,0.858286529576955,0.8887823185988326,0.772956630525439,0.802314521,0.801329378,0.892324938853157,0.775251381,0.8222685571309467,0.753102636,0.871008620166332,0.7784403669724804,0.766781411359725
PYGL-IN,0.772315455,0.921067533557047,0.8983958333333252,0.951258389,0.922049776286353,0.804844798657718,0.874024748322148,0.966562499999994,0.9374166666666618,0.527653104,0.554781879,0.87847105704698,0.508787752,0.8882499999999997,0.667879614,0.917086129753915,0.8284999999999939,0.498867449664429
PYGL-OUT,0.785970846,0.71884406354515,0.6744583333333318,0.771186085,0.801012852752165,0.793147527242246,0.843708193979933,0.9755,0.9705833333333336,0.703417642,0.39569398,0.824958193979933,0.48923495,0.9729374999999999,0.588294314,0.804638167085778,0.9526875000000001,0.270125523012552
QPCT,0.628839733,0.631469115191987,0.8953749999999961,0.664416667,0.811034722222222,0.486479166666666,0.497662771285476,0.9904583333333334,0.9660208333333336,0.453912771,0.543238731,0.617007512520868,0.581949082,0.7657499999999924,0.500198247,0.848326388888888,0.817895833333327,0.767642140468227
ROCK-1,0.570040703,0.58645029991431,0.7173124999999962,0.803205128,0.716173287847107,0.647320347749532,0.59895029991431,0.917791666666661,0.9433333333333219,0.511557412,0.567373608,0.62807412167952,0.742159383,0.9844791666666672,0.602806341,0.72599684531015,0.9400833333333283,0.681968267581475
RXR,0.545529243,0.90943600867679,0.9990825688073395,0.870837215,0.95186112404906,0.915579878900791,0.942384358327959,0.9999582985821518,0.9966013344453711,0.693542241,0.547693029,0.73204549451838,0.70882922,0.9993536280233528,0.615656329,0.987812451482689,0.9826939115929944,0.865745224051413
SARS-HCOV,0.559395463,0.547148179994268,0.6454601334738325,0.691469173,0.52177206996484,0.568868882121894,0.597096368807461,0.6876536705303903,0.6613540569020043,0.487818859,0.419813921,0.523689838393192,0.527878828,0.7071478749560954,0.515543356,0.598658369742707,0.7150728837372659,0.472826686068303
SIRT2,0.473825148,0.520275423728814,0.6369782971619364,0.634372349,0.481552162849872,0.514546225614927,0.464703389830509,0.6125208681135261,0.7031510851419047,0.49745978,0.419866638,0.495953561767358,0.419475021,0.5678839732888159,0.466416173,0.526321741588917,0.5884181969949932,0.494004237288136
SRC,0.486730988,0.510621772993787,0.5799791666666639,0.767519905,0.715291428238617,0.642991307386537,0.559070622210554,0.9177291666666554,0.8834999999999907,0.557145357,0.473724512,0.527150608208629,0.667388641,0.9037499999999866,0.580040693,0.69136854060193,0.7019166666666614,0.67999037367638
THROMBIN,0.727030011,0.820713869071656,0.9682291666666599,0.868398522,0.926294760874789,0.87189077144917,0.789327859290169,0.972770833333327,0.9679583333333296,0.733342307,0.650850271,0.855156702435701,0.601942837,0.9337708333333167,0.726858707,0.944837478971401,0.9182708333333206,0.899501101173086
TIE2,0.61686799,0.586292062122519,0.5122291666666622,0.793603451,0.606260406260406,0.629659229659229,0.698166522864538,0.9611458333333243,0.9334791666666662,0.625226488,0.521537964,0.588729508196721,0.622562554,0.9792916666666672,0.640994392,0.630932030932031,0.9375208333333347,0.757944732297064
TK,0.604484497,0.657729857311447,0.9257721202003381,0.888851635,0.637622240849399,0.766994970662196,0.712241175839502,0.9942404006677801,0.9919866444073457,0.822937453,0.609687802,0.658695418946465,0.701469799,0.8696994991652771,0.554661517,0.745766974015088,0.8520450751252086,0.497264242034117
TP,0.499624146,0.630339575775403,0.787583612040133,0.814559732,0.622586251287332,0.67990473738414,0.687403993855607,0.947219899665557,0.8515886287625407,0.612331274,0.340670654,0.528466843154558,0.702846684,0.7564172240802669,0.3256365,0.674390662547202,0.6714673913043476,0.768554943613952
TPA,0.658597741,0.719454468763181,0.8969949916527584,0.822866382,0.865541299868889,0.860577823562465,0.725933823874022,0.9392111853088534,0.9275876460767991,0.676547781,0.670443361,0.726086141444439,0.486877255,0.8753964941569394,0.606880067,0.91057938440407,0.8774415692821518,0.845526550124197
TS,0.636949153,0.694491525423729,0.781349206349211,0.836094549,0.661676604202157,0.814288756388415,0.706747881355932,0.9902046783625732,0.9529657477025905,0.524533898,0.485836864,0.691091101694915,0.509173729,0.941040100250627,0.532298729,0.67769023282226,0.8946950710108641,0.473728813559322
UPA,0.637943339,0.653103373702422,0.6847789824854045,0.905420642,0.7505772005772,0.664220779220779,0.723205017301038,0.7747497914929125,0.7277522935779814,0.661991782,0.596031574,0.673150951557093,0.469939446,0.7321934945788172,0.512856834,0.762633477633477,0.7131150959132618,0.688787878787879
VEGFR1,0.719988038,0.624007177033493,0.45798582151793055,0.797626514,0.684098168568722,0.754442143785814,0.7538995215311,0.9503336113427868,0.8638448707256068,0.672332536,0.603528708,0.695287081339713,0.630406699,0.9186822351959979,0.566925837,0.693126916100865,0.8588407005838213,0.740406698564593
VEGFR2,0.408888599,0.723637074187455,0.7927499999999904,0.817129836,0.84038658988438,0.602740949064773,0.76221802470744,0.9854791666666659,0.8626041666666526,0.577921796,0.553583447,0.758429405762175,0.731236023,0.975437499999997,0.564319677,0.842789756409684,0.912979166666657,0.652337219653054
